Auction Id,Bidder Id,Item No,Item Type,Location,Timestamp In,Timestamp Out,,,
13921,N/A,20078,Standard,D10K,10/29/21 2:07 PM,,,,
13921,N/A,20077,Standard,D1L,10/29/21 2:07 PM,,,,
13921,N/A,20079,Standard,D2L,10/29/21 2:07 PM,,,,
13921,N/A,20080,Standard,D3L,10/29/21 2:07 PM,,,,
13921,N/A,20081,Standard,D4L,10/29/21 2:07 PM,,,,
13921,N/A,20082,Standard,D5L,10/29/21 2:07 PM,,,,
13921,N/A,20095,Standard,D6L,10/29/21 2:08 PM,,,,
13921,N/A,20094,Standard,D7L,10/29/21 2:08 PM,,,,
13921,N/A,20093,Standard,D8L,10/29/21 2:08 PM,,,,
13921,N/A,20092,Standard,D9L,10/29/21 2:08 PM,,,,
13921,N/A,20091,Standard,D10L,10/29/21 2:08 PM,,,,
13921,N/A,20090,Standard,D1M,10/29/21 2:08 PM,,,,
13921,N/A,20089,Standard,D2M,10/29/21 2:08 PM,,,,
13921,N/A,20083,Standard,D3M,10/29/21 2:08 PM,,,,
13921,N/A,20086,Standard,D4M,10/29/21 2:08 PM,,,,
13921,N/A,20088,Standard,D5M,10/29/21 2:08 PM,,,,
13921,N/A,20087,Standard,D6M,10/29/21 2:08 PM,,,,
13921,N/A,20085,Standard,D7M,10/29/21 2:08 PM,,,,
13921,N/A,36877,Standard,D8M,10/29/21 2:10 PM,,,,
13921,N/A,36878,Standard,D9M,10/29/21 2:10 PM,,,,
13921,N/A,36879,Standard,D10M,10/29/21 2:10 PM,,,,
13921,N/A,36880,Standard,D1N,10/29/21 2:10 PM,,,,
13921,N/A,36881,Standard,D2N,10/29/21 2:10 PM,,,,
13921,N/A,36882,Standard,D3N,10/29/21 2:10 PM,,,,
13921,N/A,36883,Standard,D4N,10/29/21 2:10 PM,,,,
13921,N/A,36884,Standard,D5N,10/29/21 2:10 PM,,,,
13921,N/A,36885,Standard,D6N,10/29/21 2:10 PM,,,,
13921,N/A,36886,Standard,D7N,10/29/21 2:10 PM,,,,
13921,N/A,36887,Standard,D8N,10/29/21 2:10 PM,,,,
13921,N/A,36888,Standard,D9N,10/29/21 2:10 PM,,,,
13921,N/A,36889,Standard,D10N,10/29/21 2:10 PM,,,,
13921,N/A,36890,Standard,D1O,10/29/21 2:10 PM,,,,
13921,N/A,36891,Standard,D2O,10/29/21 2:10 PM,,,,
13921,N/A,36892,Standard,D3O,10/29/21 2:13 PM,,,,
13921,N/A,36893,Standard,D4O,10/29/21 2:13 PM,,,,
13921,N/A,36894,Standard,D5O,10/29/21 2:13 PM,,,,
13921,N/A,36895,Standard,D6O,10/29/21 2:13 PM,,,,
13921,N/A,36896,Standard,D7O,10/29/21 2:13 PM,,,,
13921,N/A,36897,Standard,D8O,10/29/21 2:13 PM,,,,
13921,N/A,36898,Standard,D9O,10/29/21 2:13 PM,,,,
13921,N/A,36899,Standard,D10O,10/29/21 2:13 PM,,,,
13921,N/A,36900,Standard,D1P,10/29/21 2:13 PM,,,,
13921,N/A,36901,Standard,D2P,10/29/21 2:13 PM,,,,
13921,N/A,36902,Standard,D3P,10/29/21 2:13 PM,,,,
13921,N/A,36903,Standard,D4P,10/29/21 2:13 PM,,,,
13921,N/A,36904,Standard,D5P,10/29/21 2:13 PM,,,,
13921,N/A,36905,Standard,D6P,10/29/21 2:13 PM,,,,
13921,N/A,36906,Standard,D7P,10/29/21 2:13 PM,,,,
13921,N/A,36907,Standard,D8P,10/29/21 2:13 PM,,,,
13921,N/A,36908,Standard,D9P,10/29/21 2:13 PM,,,,
13921,N/A,36909,Standard,D10P,10/29/21 2:13 PM,,,,
13921,N/A,36910,Standard,D1Q,10/29/21 2:13 PM,,,,
13921,N/A,36911,Standard,D2Q,10/29/21 2:13 PM,,,,
13921,N/A,36912,Standard,D3Q,10/29/21 2:13 PM,,,,
13921,N/A,36913,Standard,D4Q,10/29/21 2:13 PM,,,,
13921,N/A,36914,Standard,D5Q,10/29/21 2:15 PM,,,,
13921,N/A,36915,Standard,D6Q,10/29/21 2:15 PM,,,,
13921,N/A,36916,Standard,D7Q,10/29/21 2:15 PM,,,,
13921,N/A,36917,Standard,D8Q,10/29/21 2:15 PM,,,,
13921,N/A,36918,Standard,D9Q,10/29/21 2:15 PM,,,,
13921,N/A,36919,Standard,D10Q,10/29/21 2:15 PM,,,,
13921,N/A,36920,Standard,D1R,10/29/21 2:15 PM,,,,
13921,N/A,36921,Standard,D2R,10/29/21 2:15 PM,,,,
13921,N/A,36922,Standard,D3R,10/29/21 2:15 PM,,,,
13921,N/A,36923,Standard,D4R,10/29/21 2:15 PM,,,,
13921,N/A,36924,Standard,D5R,10/29/21 2:15 PM,,,,
13921,N/A,36925,Standard,D6R,10/29/21 2:15 PM,,,,
13921,N/A,36926,Standard,D7R,10/29/21 2:17 PM,,,,
13921,N/A,36927,Standard,D8R,10/29/21 2:17 PM,,,,
13921,N/A,36928,Standard,D9R,10/29/21 2:17 PM,,,,
13921,N/A,36929,Standard,D10R,10/29/21 2:17 PM,,,,
13921,N/A,36930,Standard,D1S,10/29/21 2:17 PM,,,,
13921,N/A,36931,Standard,D2S,10/29/21 2:17 PM,,,,
13921,N/A,36932,Standard,D3S,10/29/21 2:17 PM,,,,
13921,N/A,36933,Standard,D4S,10/29/21 2:17 PM,,,,
13921,N/A,36934,Standard,D5S,10/29/21 2:17 PM,,,,
13921,N/A,36935,Standard,D6S,10/29/21 2:17 PM,,,,
13921,N/A,36936,Standard,D7S,10/29/21 2:17 PM,,,,
13921,N/A,36937,Standard,D8S,10/29/21 2:17 PM,,,,
13921,N/A,36938,Standard,D9S,10/29/21 2:17 PM,,,,
13921,N/A,36939,Standard,D10S,10/29/21 2:17 PM,,,,
13921,N/A,36940,Standard,D1T,10/29/21 2:17 PM,,,,
13921,N/A,36941,Standard,D2T,10/29/21 2:17 PM,,,,
13921,N/A,36942,Standard,D3T,10/29/21 2:17 PM,,,,
13921,N/A,36943,Standard,D4T,10/29/21 2:17 PM,,,,
13921,N/A,36944,Standard,D5T,10/29/21 2:17 PM,,,,
13921,N/A,36945,Standard,D6T,10/29/21 2:17 PM,,,,
13921,N/A,36946,Standard,D7T,10/29/21 2:17 PM,,,,
13921,N/A,36947,Standard,D8T,10/29/21 2:17 PM,,,,
13921,N/A,36948,Standard,D9T,10/29/21 2:17 PM,,,,
13921,N/A,36949,Standard,D10T,10/29/21 2:17 PM,,,,
13921,N/A,36950,Standard,D1U,10/29/21 2:17 PM,,,,
13921,N/A,36951,Standard,D2U,10/29/21 2:17 PM,,,,
13921,N/A,36952,Standard,D3U,10/29/21 2:17 PM,,,,
13921,N/A,36953,Standard,D4U,10/29/21 2:19 PM,,,,
13921,N/A,36954,Standard,D5U,10/29/21 2:19 PM,,,,
13921,N/A,36955,Standard,D6U,10/29/21 2:19 PM,,,,
13921,N/A,36956,Standard,D7U,10/29/21 2:19 PM,,,,
13921,N/A,36957,Standard,D8U,10/29/21 2:19 PM,,,,
13921,N/A,36958,Standard,D9U,10/29/21 2:19 PM,,,,
13921,N/A,36959,Standard,D10U,10/29/21 2:19 PM,,,,
13921,N/A,36960,Standard,D1V,10/29/21 2:19 PM,,,,
13921,N/A,36961,Standard,D2V,10/29/21 2:19 PM,,,,
13921,N/A,36962,Standard,D3V,10/29/21 2:19 PM,,,,
13921,N/A,36963,Standard,D4V,10/29/21 2:19 PM,,,,
13921,N/A,36964,Standard,D5V,10/29/21 2:19 PM,,,,
13921,N/A,36965,Standard,E6V,10/29/21 2:19 PM,,,,
13921,N/A,36966,Standard,E7V,10/29/21 2:19 PM,,,,
13921,N/A,36967,Standard,E8V,10/29/21 2:19 PM,,,,
13921,N/A,36968,Standard,E9V,10/29/21 2:19 PM,,,,
13921,N/A,36969,Standard,E10V,10/29/21 2:19 PM,,,,
13921,N/A,36970,Standard,E1W,10/29/21 2:19 PM,,,,
13921,N/A,36971,Standard,E2W,10/29/21 2:19 PM,,,,
13921,N/A,36972,Standard,E3W,10/29/21 2:21 PM,,,,
13921,N/A,36973,Standard,E4W,10/29/21 2:21 PM,,,,
13921,N/A,36974,Standard,E5W,10/29/21 2:21 PM,,,,
13921,N/A,36975,Standard,E6W,10/29/21 2:21 PM,,,,
13921,N/A,36976,Standard,E7W,10/29/21 2:21 PM,,,,
13921,N/A,36977,Standard,E8W,10/29/21 2:21 PM,,,,
13921,N/A,36978,Standard,E9W,10/29/21 2:21 PM,,,,
13921,N/A,36979,Standard,E10W,10/29/21 2:21 PM,,,,
13921,N/A,36980,Standard,E1X,10/29/21 2:21 PM,,,,
13921,N/A,36981,Standard,E2X,10/29/21 2:21 PM,,,,
13921,N/A,36982,Standard,E3X,10/29/21 2:21 PM,,,,
13921,N/A,36983,Standard,E4X,10/29/21 2:21 PM,,,,
13921,N/A,36984,Standard,E5X,10/29/21 2:21 PM,,,,
13921,N/A,36985,Standard,E6X,10/29/21 2:21 PM,,,,
13921,N/A,36986,Standard,E7X,10/29/21 2:21 PM,,,,
13921,N/A,36987,Standard,E8X,10/29/21 2:21 PM,,,,
13921,N/A,36988,Standard,E9X,10/29/21 2:21 PM,,,,
13921,N/A,36989,Standard,E10X,10/29/21 2:21 PM,,,,
13921,N/A,36990,Standard,E1Y,10/29/21 2:21 PM,,,,
13921,N/A,36991,Standard,E2Y,10/29/21 2:21 PM,,,,
13921,N/A,36992,Standard,E3Y,10/29/21 2:21 PM,,,,
13921,N/A,36993,Standard,E4Y,10/29/21 2:21 PM,,,,
13921,N/A,36994,Standard,E5Y,10/29/21 2:21 PM,,,,
13921,N/A,36995,Standard,E6Y,10/29/21 2:21 PM,,,,
13921,N/A,36996,Standard,E7Y,10/29/21 2:21 PM,,,,
13921,N/A,36997,Standard,E8Y,10/29/21 2:21 PM,,,,
13921,N/A,21174,Standard,E9Y,10/29/21 2:26 PM,,,,
13921,N/A,21175,Standard,E10Y,10/29/21 2:26 PM,,,,
13921,N/A,21178,Standard,E1Z,10/29/21 2:26 PM,,,,
13921,N/A,21176,Standard,E2Z,10/29/21 2:26 PM,,,,
13921,N/A,21179,Standard,E3Z,10/29/21 2:26 PM,,,,
13921,N/A,21177,Standard,E4Z,10/29/21 2:26 PM,,,,
13921,N/A,21180,Standard,E5Z,10/29/21 2:26 PM,,,,
13921,N/A,21182,Standard,E6Z,10/29/21 2:26 PM,,,,
13921,N/A,21181,Standard,E7Z,10/29/21 2:26 PM,,,,
13921,N/A,21184,Standard,E8Z,10/29/21 2:26 PM,,,,
13921,N/A,21183,Standard,E9Z,10/29/21 2:26 PM,,,,
13921,N/A,21186,Standard,E10Z,10/29/21 2:26 PM,,,,
13921,N/A,21185,Standard,E1A,10/29/21 2:26 PM,,,,
13921,N/A,21187,Standard,E2A,10/29/21 2:26 PM,,,,
13921,N/A,21188,Standard,E3A,10/29/21 2:26 PM,,,,
13921,N/A,21189,Standard,E4A,10/29/21 2:26 PM,,,,
13921,N/A,21190,Standard,E5A,10/29/21 2:26 PM,,,,
13921,N/A,21191,Standard,E6A,10/29/21 2:26 PM,,,,
13921,N/A,21192,Standard,E7A,10/29/21 2:26 PM,,,,
13921,N/A,21193,Standard,E8A,10/29/21 2:26 PM,,,,
13921,N/A,21197,Standard,E9A,10/29/21 2:27 PM,,,,
13921,N/A,21196,Standard,E10A,10/29/21 2:27 PM,,,,
13921,N/A,21198,Standard,E1B,10/29/21 2:27 PM,,,,
13921,N/A,21195,Standard,E2B,10/29/21 2:27 PM,,,,
13921,N/A,21199,Standard,E3B,10/29/21 2:27 PM,,,,
13921,N/A,21200,Standard,E4B,10/29/21 2:27 PM,,,,
13921,N/A,21201,Standard,E5B,10/29/21 2:27 PM,,,,
13921,N/A,21205,Standard,E6B,10/29/21 2:27 PM,,,,
13921,N/A,21202,Standard,E7B,10/29/21 2:27 PM,,,,
13921,N/A,21203,Standard,E8B,10/29/21 2:27 PM,,,,
13921,N/A,21204,Standard,E9B,10/29/21 2:27 PM,,,,
13921,N/A,21206,Standard,E10B,10/29/21 2:27 PM,,,,
13921,N/A,21208,Standard,E1C,10/29/21 2:27 PM,,,,
13921,N/A,21207,Standard,E2C,10/29/21 2:27 PM,,,,
13921,N/A,21209,Standard,E3C,10/29/21 2:27 PM,,,,
13921,N/A,21211,Standard,E4C,10/29/21 2:27 PM,,,,
13921,N/A,21210,Standard,E5C,10/29/21 2:27 PM,,,,
13921,N/A,21212,Standard,E6C,10/29/21 2:27 PM,,,,
13921,N/A,21213,Standard,E7C,10/29/21 2:27 PM,,,,
13921,N/A,21215,Standard,E8C,10/29/21 2:27 PM,,,,
13921,N/A,21214,Standard,E9C,10/29/21 2:27 PM,,,,
13921,N/A,21216,Standard,E10C,10/29/21 2:30 PM,,,,
13921,N/A,21217,Standard,E1D,10/29/21 2:30 PM,,,,
13921,N/A,21218,Standard,E2D,10/29/21 2:30 PM,,,,
13921,N/A,21221,Standard,E3D,10/29/21 2:30 PM,,,,
13921,N/A,21220,Standard,E4D,10/29/21 2:30 PM,,,,
13921,N/A,21232,Standard,E5D,10/29/21 2:30 PM,,,,
13921,N/A,21222,Standard,E6D,10/29/21 2:30 PM,,,,
13921,N/A,21223,Standard,E7D,10/29/21 2:30 PM,,,,
13921,N/A,21219,Standard,E8D,10/29/21 2:30 PM,,,,
13921,N/A,21225,Standard,E9D,10/29/21 2:30 PM,,,,
13921,N/A,21224,Standard,E10D,10/29/21 2:30 PM,,,,
13921,N/A,21229,Standard,E1D,10/29/21 2:30 PM,,,,
13921,N/A,21226,Standard,E2D,10/29/21 2:30 PM,,,,
13921,N/A,21227,Standard,E3D,10/29/21 2:30 PM,,,,
13921,N/A,21228,Standard,E4D,10/29/21 2:30 PM,,,,
13999,N/A,21251,Standard,E5D,11/2/21 3:41 PM,,,,
13999,N/A,21252,Standard,E6D,11/2/21 3:41 PM,,,,
13999,N/A,21253,Standard,E7D,11/2/21 3:41 PM,,,,
13999,N/A,21254,Standard,E8D,11/2/21 3:41 PM,,,,
13999,N/A,21256,Standard,E9D,11/2/21 3:41 PM,,,,
13999,N/A,21255,Standard,E10D,11/2/21 3:41 PM,,,,
13999,N/A,21258,Standard,E1E,11/2/21 3:41 PM,,,,
13999,N/A,21257,Standard,E2E,11/2/21 3:41 PM,,,,
13999,N/A,21259,Standard,E3E,11/2/21 3:41 PM,,,,
13999,N/A,21260,Standard,E4E,11/2/21 3:41 PM,,,,
13999,N/A,21266,Standard,E5E,11/2/21 3:41 PM,,,,
13999,N/A,21263,Standard,E6E,11/2/21 3:41 PM,,,,
13999,N/A,21261,Standard,E7E,11/2/21 3:41 PM,,,,
13999,N/A,21262,Standard,E8E,11/2/21 3:41 PM,,,,
13999,N/A,21264,Standard,E9E,11/2/21 3:41 PM,,,,
13999,N/A,21265,Standard,E10E,11/2/21 3:41 PM,,,,
13999,N/A,21235,Standard,E1F,11/2/21 3:41 PM,,,,
13999,N/A,21236,Standard,E2F,11/2/21 3:41 PM,,,,
13999,N/A,21237,Standard,E3F,11/2/21 3:41 PM,,,,
13999,N/A,21239,Standard,E4F,11/2/21 3:41 PM,,,,
13999,N/A,21238,Standard,E5F,11/2/21 3:41 PM,,,,
13999,N/A,21240,Standard,E6F,11/2/21 3:41 PM,,,,
13999,N/A,21241,Standard,E7F,11/2/21 3:41 PM,,,,
13999,N/A,21242,Standard,E8F,11/2/21 3:41 PM,,,,
13999,N/A,21243,Standard,E9F,11/2/21 3:41 PM,,,,
13999,N/A,21244,Standard,E10F,11/2/21 3:41 PM,,,,
13999,N/A,21245,Standard,E1G,11/2/21 3:41 PM,,,,
13999,N/A,21246,Standard,E2G,11/2/21 3:41 PM,,,,
13999,N/A,21247,Standard,E3G,11/2/21 3:41 PM,,,,
13999,N/A,21248,Standard,E4G,11/2/21 3:41 PM,,,,
13999,N/A,21249,Standard,E5G,11/2/21 3:41 PM,,,,
13999,N/A,21250,Standard,E6G,11/2/21 3:41 PM,,,,
13999,N/A,6540,Standard,E7G,11/2/21 3:43 PM,,,,
13999,N/A,6541,Standard,E8G,11/2/21 3:43 PM,,,,
13999,N/A,6544,Standard,E9G,11/2/21 3:43 PM,,,,
13999,N/A,6545,Standard,E10G,11/2/21 3:43 PM,,,,
13999,N/A,6543,Standard,E1H,11/2/21 3:43 PM,,,,
13999,N/A,6542,Standard,E2H,11/2/21 3:43 PM,,,,
13999,N/A,6547,Standard,E3H,11/2/21 3:43 PM,,,,
13999,N/A,6548,Standard,E4H,11/2/21 3:43 PM,,,,
13999,N/A,6549,Standard,E5H,11/2/21 3:43 PM,,,,
13999,N/A,6550,Standard,E6H,11/2/21 3:43 PM,,,,
13999,N/A,6551,Standard,E7H,11/2/21 3:43 PM,,,,
13999,N/A,6546,Standard,E8H,11/2/21 3:43 PM,,,,
13999,N/A,6526,Standard,E9H,11/2/21 3:43 PM,,,,
13999,N/A,6529,Standard,E10H,11/2/21 3:43 PM,,,,
13999,N/A,5027,Standard,E1I,11/2/21 3:43 PM,,,,
13999,N/A,6530,Standard,E2I,11/2/21 3:43 PM,,,,
13999,N/A,6527,Standard,E3I,11/2/21 3:43 PM,,,,
13999,N/A,6531,Standard,E4I,11/2/21 3:43 PM,,,,
13999,N/A,6532,Standard,E5I,11/2/21 3:43 PM,,,,
13999,N/A,6533,Standard,E6I,11/2/21 3:43 PM,,,,
13999,N/A,6534,Standard,E7I,11/2/21 3:43 PM,,,,
13999,N/A,6536,Standard,E8I,11/2/21 3:43 PM,,,,
13999,N/A,6535,Standard,E9I,11/2/21 3:43 PM,,,,
13999,N/A,6538,Standard,E10I,11/2/21 3:43 PM,,,,
13999,N/A,6537,Standard,E1J,11/2/21 3:43 PM,,,,
13999,N/A,6539,Standard,E2J,11/2/21 3:43 PM,,,,
13999,N/A,6525,Standard,E3J,11/2/21 3:44 PM,,,,
13999,N/A,6524,Standard,E4J,11/2/21 3:44 PM,,,,
13999,N/A,6523,Standard,E5J,11/2/21 3:44 PM,,,,
13999,N/A,6522,Standard,E6J,11/2/21 3:44 PM,,,,
13999,N/A,6521,Standard,E7J,11/2/21 3:44 PM,,,,
13999,N/A,6520,Standard,E8J,11/2/21 3:44 PM,,,,
13999,N/A,6519,Standard,E9J,11/2/21 3:44 PM,,,,
13999,N/A,6518,Standard,E10J,11/2/21 3:44 PM,,,,
13999,N/A,6517,Standard,E1K,11/2/21 3:44 PM,,,,
13999,N/A,6516,Standard,E2K,11/2/21 3:44 PM,,,,
13999,N/A,6515,Standard,E3K,11/2/21 3:44 PM,,,,
13999,N/A,6514,Standard,E4K,11/2/21 3:44 PM,,,,
13999,N/A,6513,Standard,E5K,11/2/21 3:44 PM,,,,
13999,N/A,6512,Standard,E6K,11/2/21 3:44 PM,,,,
13999,N/A,6503,Standard,E7K,11/2/21 3:45 PM,,,,
13999,N/A,6504,Standard,E8K,11/2/21 3:45 PM,,,,
13999,N/A,6505,Standard,E9K,11/2/21 3:45 PM,,,,
13999,N/A,6506,Standard,E10K,11/2/21 3:45 PM,,,,
13999,N/A,6507,Standard,E1L,11/2/21 3:45 PM,,,,
13999,N/A,6508,Standard,E2L,11/2/21 3:45 PM,,,,
13999,N/A,6510,Standard,E3L,11/2/21 3:45 PM,,,,
13999,N/A,6509,Standard,E4L,11/2/21 3:45 PM,,,,
13999,N/A,6511,Standard,E5L,11/2/21 3:45 PM,,,,
13999,N/A,6479,Standard,E6L,11/2/21 3:45 PM,,,,
13999,N/A,6481,Standard,E7L,11/2/21 3:45 PM,,,,
13999,N/A,6480,Standard,E8L,11/2/21 3:45 PM,,,,
13999,N/A,6482,Standard,E9L,11/2/21 3:45 PM,,,,
13999,N/A,6483,Standard,E10L,11/2/21 3:45 PM,,,,
13999,N/A,6484,Standard,E1M,11/2/21 3:45 PM,,,,
13999,N/A,6485,Standard,E2M,11/2/21 3:45 PM,,,,
13999,N/A,6486,Standard,E3M,11/2/21 3:45 PM,,,,
13999,N/A,6487,Standard,E4M,11/2/21 3:45 PM,,,,
13999,N/A,6488,Standard,E5M,11/2/21 3:45 PM,,,,
13999,N/A,6489,Standard,E6M,11/2/21 3:45 PM,,,,
13999,N/A,6490,Standard,E7M,11/2/21 3:45 PM,,,,
13999,N/A,6491,Standard,E8M,11/2/21 3:45 PM,,,,
13999,N/A,6492,Standard,E9M,11/2/21 3:45 PM,,,,
13999,N/A,6494,Standard,E10M,11/2/21 3:45 PM,,,,
13999,N/A,6500,Standard,E1N,11/2/21 3:45 PM,,,,
13999,N/A,6499,Standard,E2N,11/2/21 3:45 PM,,,,
13999,N/A,6498,Standard,E3N,11/2/21 3:45 PM,,,,
13999,N/A,6496,Standard,E4N,11/2/21 3:45 PM,,,,
13999,N/A,6493,Standard,E5N,11/2/21 3:45 PM,,,,
13999,N/A,6495,Standard,E6N,11/2/21 3:45 PM,,,,
13999,N/A,6501,Standard,E7N,11/2/21 3:45 PM,,,,
13999,N/A,6502,Standard,E8N,11/2/21 3:45 PM,,,,
13999,N/A,6457,Standard,E9N,11/2/21 3:46 PM,,,,
13999,N/A,6458,Standard,E10N,11/2/21 3:46 PM,,,,
13999,N/A,6459,Standard,E1O,11/2/21 3:46 PM,,,,
13999,N/A,6461,Standard,E2O,11/2/21 3:46 PM,,,,
13999,N/A,6460,Standard,E3O,11/2/21 3:46 PM,,,,
13999,N/A,6462,Standard,E4O,11/2/21 3:46 PM,,,,
13999,N/A,6463,Standard,E5O,11/2/21 3:46 PM,,,,
13999,N/A,6464,Standard,E6O,11/2/21 3:46 PM,,,,
13999,N/A,6465,Standard,E7O,11/2/21 3:46 PM,,,,
13999,N/A,6466,Standard,E8O,11/2/21 3:46 PM,,,,
13999,N/A,6467,Standard,E9O,11/2/21 3:46 PM,,,,
13999,N/A,6468,Standard,E10O,11/2/21 3:46 PM,,,,
13999,N/A,6470,Standard,E1P,11/2/21 3:46 PM,,,,
13999,N/A,6472,Standard,E2P,11/2/21 3:46 PM,,,,
13999,N/A,6473,Standard,E3P,11/2/21 3:46 PM,,,,
13999,N/A,6469,Standard,E4P,11/2/21 3:46 PM,,,,
13999,N/A,6471,Standard,E5P,11/2/21 3:46 PM,,,,
13999,N/A,6474,Standard,E6P,11/2/21 3:46 PM,,,,
13999,N/A,6475,Standard,E7P,11/2/21 3:46 PM,,,,
13999,N/A,6476,Standard,E8P,11/2/21 3:46 PM,,,,
13999,N/A,6478,Standard,E9P,11/2/21 3:46 PM,,,,
13999,N/A,6477,Standard,E10P,11/2/21 3:46 PM,,,,
13999,N/A,20248,Standard,E1Q,11/2/21 3:48 PM,,,,
13999,N/A,20246,Standard,E2Q,11/2/21 3:48 PM,,,,
13999,N/A,20247,Standard,E3Q,11/2/21 3:48 PM,,,,
13999,N/A,20244,Standard,E4Q,11/2/21 3:48 PM,,,,
13999,N/A,20227,Standard,E5Q,11/2/21 3:48 PM,,,,
13999,N/A,20241,Standard,E6Q,11/2/21 3:48 PM,,,,
13999,N/A,20243,Standard,E7Q,11/2/21 3:48 PM,,,,
13999,N/A,20242,Standard,E8Q,11/2/21 3:48 PM,,,,
13999,N/A,20238,Standard,E9Q,11/2/21 3:48 PM,,,,
13999,N/A,20240,Standard,E10Q,11/2/21 3:48 PM,,,,
13999,N/A,20239,Standard,E1R,11/2/21 3:48 PM,,,,
13999,N/A,20237,Standard,E2R,11/2/21 3:48 PM,,,,
13999,N/A,20235,Standard,E3R,11/2/21 3:50 PM,,,,
13999,N/A,20234,Standard,E4R,11/2/21 3:50 PM,,,,
13999,N/A,20232,Standard,E5R,11/2/21 3:50 PM,,,,
13999,N/A,20233,Standard,E6R,11/2/21 3:50 PM,,,,
13999,N/A,20236,Standard,E7R,11/2/21 3:50 PM,,,,
13999,N/A,20231,Standard,E8R,11/2/21 3:50 PM,,,,
13999,N/A,20230,Standard,E9R,11/2/21 3:50 PM,,,,
13999,N/A,20229,Standard,E10R,11/2/21 3:50 PM,,,,
13999,N/A,20226,Standard,E1S,11/2/21 3:50 PM,,,,
13999,N/A,20228,Standard,E2S,11/2/21 3:50 PM,,,,
13999,N/A,20224,Standard,E3S,11/2/21 3:50 PM,,,,
13999,N/A,20223,Standard,E4S,11/2/21 3:50 PM,,,,
13999,N/A,20225,Standard,E5S,11/2/21 3:50 PM,,,,
13999,N/A,20222,Standard,E6S,11/2/21 3:50 PM,,,,
13999,N/A,20221,Standard,E7S,11/2/21 3:50 PM,,,,
13999,N/A,20220,Standard,E8S,11/2/21 3:50 PM,,,,
13999,N/A,20219,Standard,E9S,11/2/21 3:50 PM,,,,
13999,N/A,20218,Standard,E10S,11/2/21 3:50 PM,,,,
13999,N/A,20216,Standard,E1T,11/2/21 3:50 PM,,,,
13999,N/A,20215,Standard,E2T,11/2/21 3:50 PM,,,,
13999,N/A,20217,Standard,E3T,11/2/21 3:50 PM,,,,
13999,N/A,20214,Standard,E4T,11/2/21 3:50 PM,,,,
13999,N/A,20213,Standard,E5T,11/2/21 3:50 PM,,,,
13999,N/A,20199,Standard,E6T,11/2/21 3:50 PM,,,,
13999,N/A,20200,Standard,E7T,11/2/21 3:50 PM,,,,
13999,N/A,20204,Standard,E8T,11/2/21 3:50 PM,,,,
13999,N/A,20201,Standard,E9T,11/2/21 3:50 PM,,,,
13999,N/A,20202,Standard,E10T,11/2/21 3:50 PM,,,,
13999,N/A,20203,Standard,E1U,11/2/21 3:50 PM,,,,
13999,N/A,20207,Standard,E2U,11/2/21 3:50 PM,,,,
13999,N/A,20208,Standard,E3U,11/2/21 3:50 PM,,,,
13999,N/A,20210,Standard,E4U,11/2/21 3:50 PM,,,,
13999,N/A,20211,Standard,E5U,11/2/21 3:50 PM,,,,
13999,N/A,20212,Standard,E6U,11/2/21 3:50 PM,,,,
13999,N/A,22210,Standard,E7U,11/2/21 3:52 PM,,,,
13999,N/A,22211,Standard,E8U,11/2/21 3:52 PM,,,,
13999,N/A,22212,Standard,E9U,11/2/21 3:52 PM,,,,
13999,N/A,22213,Standard,E10U,11/2/21 3:52 PM,,,,
13999,N/A,22214,Standard,E1V,11/2/21 3:52 PM,,,,
13999,N/A,22215,Standard,E2V,11/2/21 3:52 PM,,,,
13999,N/A,22216,Standard,E3V,11/2/21 3:52 PM,,,,
13999,N/A,22217,Standard,E4V,11/2/21 3:52 PM,,,,
13999,N/A,22219,Standard,E5V,11/2/21 3:52 PM,,,,
13999,N/A,22220,Standard,E6V,11/2/21 3:52 PM,,,,
13999,N/A,22221,Standard,E7V,11/2/21 3:52 PM,,,,
13999,N/A,22223,Standard,E8V,11/2/21 3:52 PM,,,,
13999,N/A,22222,Standard,E9V,11/2/21 3:52 PM,,,,
13999,N/A,22224,Standard,E10V,11/2/21 3:52 PM,,,,
13999,N/A,22225,Standard,E1W,11/2/21 3:52 PM,,,,
13999,N/A,22226,Standard,E2W,11/2/21 3:52 PM,,,,
13999,N/A,22227,Standard,E3W,11/2/21 3:52 PM,,,,
13999,N/A,22209,Standard,E4W,11/2/21 3:53 PM,,,,
13999,N/A,22208,Standard,E5W,11/2/21 3:53 PM,,,,
13999,N/A,22206,Standard,E6W,11/2/21 3:53 PM,,,,
13999,N/A,22204,Standard,E7W,11/2/21 3:53 PM,,,,
13999,N/A,22205,Standard,E8W,11/2/21 3:53 PM,,,,
13999,N/A,22207,Standard,E9W,11/2/21 3:53 PM,,,,
13999,N/A,22202,Standard,E10W,11/2/21 3:53 PM,,,,
13999,N/A,22197,Standard,E1X,11/2/21 3:53 PM,,,,
13999,N/A,22200,Standard,E2X,11/2/21 3:53 PM,,,,
13999,N/A,22203,Standard,E3X,11/2/21 3:53 PM,,,,
13999,N/A,22198,Standard,E4X,11/2/21 3:53 PM,,,,
13999,N/A,22196,Standard,E5X,11/2/21 3:53 PM,,,,
13999,N/A,22195,Standard,E6X,11/2/21 3:53 PM,,,,
